row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250402_PMA_tp24_000036_01_01.mzML Peak area,20250402_PMA_tp24_000037_01_01.mzML Peak area,20250402_PMA_tp24_000038_01_02.mzML Peak area,20250402_PMA_tp24_000039_01_01.mzML Peak area,20250402_PMA_tp24_000040_01_01.mzML Peak area,20250402_PMA_tp24_000041_01_01.mzML Peak area,20250402_PMA_tp24_000042_01_01.mzML Peak area,20250402_PMA_tp24_000043_01_01.mzML Peak area,20250402_PMA_tp24_000044_01_01.mzML Peak area,20250402_PMA_tp24_000046_01_01.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_post_00.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_post_01.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_pre_00.mzML Peak area,20250402_PMA_tp24_arabido_mapp_bk_pre_01.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_00.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_01.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_02.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_03.mzML Peak area,20250402_PMA_tp24_qc_arabidopsis_04.mzML Peak area,Unnamed: 32
1517,279.23337309438847,7.440027,height,,,,,,,,,,,943788.7,1907707.5,1122630.1,2307054.5,1988396.5,1701416.1,2079664.4,1797768.6,1905811.9,1162026.4,218509.67,215457.7,312323.6,265125.5,786307.06,1670584.0,747747.0,1529215.2,1467787.1,
1518,296.2599012772451,7.4485517,height,,,,,,,,,,,4204714.0,0.0,5167502.5,10509175.0,9034626.0,0.0,9818351.0,8378570.0,8519788.0,9696470.0,204050.22,209848.14,421948.72,341476.97,4067549.8,3915892.0,3694700.8,3772054.5,6015722.5,
1519,243.1370797184057,7.4292855,height,,,,,,,,,,,1527179.1,1586126.6,1652935.0,1031215.2,1808706.2,1503624.0,1925593.2,1466451.5,1432579.6,1188866.1,931328.4,1367392.2,0.0,2842904.5,0.0,0.0,0.0,1633797.0,1316361.9,
1520,243.1369236122038,7.4306064,height,,,,,,,,,,,1572993.1,1595730.2,1450769.8,1906729.9,1715059.9,1559524.9,1863648.2,1383410.8,1337217.4,1129077.6,1259044.2,1315295.5,1219919.5,2649017.0,2270252.8,2171980.0,2045589.4,1747794.1,1278691.9,
1521,330.33845406984585,7.452501,height,,,,,,,,,,,12664816.0,12502406.0,10287152.0,0.0,11929232.0,13377401.0,13219108.0,12364471.0,11344429.0,12010074.0,3860608.0,11108179.0,0.0,18287576.0,0.0,938278.94,0.0,11414334.0,11611705.0,
1522,330.3382609739663,7.45164,height,,,,,,,,,,,11914154.0,12969194.0,10257247.0,13544348.0,11632003.0,14495987.0,12952888.0,11611740.0,10982726.0,11381920.0,10196961.0,10829801.0,36613230.0,18520606.0,18406878.0,14080626.0,13193271.0,11886020.0,11040213.0,
1523,279.2333833523276,7.4485483,height,,,,,,,,,,,913981.4,1746762.6,1088221.6,2307054.5,1817938.0,1681913.9,2039389.1,1796691.4,1855194.8,2107316.5,218509.67,215457.7,312323.6,261364.98,1705223.6,1670584.0,1517358.2,1409381.6,1309132.0,
1524,341.3180535754205,7.4579115,height,,,,,,,,,,,771671.7,0.0,991875.5,1339895.1,1423482.9,0.0,1385197.4,1619106.8,1799551.2,2096788.2,0.0,0.0,0.0,0.0,588177.56,776220.5,900133.44,1055438.1,1384115.2,
1525,318.242156149208,7.457827,height,,,,,,,,,,,2300528.2,4727521.5,2777522.8,6002907.0,4950914.5,4476414.5,5402508.0,4515470.5,4787120.5,5816163.5,0.0,0.0,0.0,0.0,3833864.5,4279437.0,3899451.8,4181168.0,3101931.5,
1526,334.21600826517613,7.4583907,height,,,,,,,,,,,384227.44,751669.6,465404.06,953362.94,834029.75,727405.06,855925.8,768904.9,832423.9,927082.0,0.0,0.0,0.0,0.0,616159.9,707608.06,651865.7,740465.2,542388.25,
1527,298.27620225310574,7.4766464,height,,,,,,,,,,,355450.97,450229.88,346569.5,1473615.2,455933.4,468580.53,508380.12,429025.53,1259083.6,457444.25,0.0,0.0,0.0,0.0,1205324.8,1316702.0,1223257.2,402540.53,369325.78,
1528,296.2603025040418,7.459158,height,,,,,,,,,,,4204714.0,7969958.5,5167502.5,0.0,9034626.0,8132618.0,9818351.0,8378570.0,8519788.0,9696470.0,0.0,209848.14,0.0,341476.97,0.0,0.0,0.0,6386801.0,6015722.5,
1529,279.2332633459516,7.4475274,height,,,,,,,,,,,943788.7,0.0,1122630.1,2222826.0,1988396.5,0.0,2079664.4,1797768.6,1905811.9,2165894.2,218509.67,215457.7,312323.6,265125.5,1552794.9,1572692.5,1484644.2,1529215.2,1467787.1,
1530,318.2419271399509,7.4591236,height,,,,,,,,,,,2422639.0,0.0,2805151.2,5769727.0,5652578.5,0.0,5497220.0,4547329.0,4924135.5,6111304.0,0.0,0.0,0.0,0.0,3419681.0,3940742.8,3717836.0,0.0,3509649.5,
1531,341.3182220408526,7.4589567,height,,,,,,,,,,,732325.56,1295434.6,992902.7,1447583.1,1362186.2,1322368.1,1363798.6,1573896.8,1693129.1,2013111.4,0.0,0.0,0.0,0.0,642253.2,830803.44,1025935.75,1139101.2,1233182.1,
1532,403.2840340542261,7.466431,height,,,,,,,,,,,0.0,444440.5,0.0,770290.4,1277865.8,985187.06,1177321.1,902407.1,790123.3,1009923.56,0.0,0.0,0.0,0.0,216768.92,266186.16,278056.16,344265.0,179852.77,
1533,296.26002988291634,7.46202,height,,,,,,,,,,,4007081.2,8640869.0,4996570.0,10329841.0,8554784.0,8369890.5,9466040.0,8201358.5,8138175.5,9407965.0,204050.22,209848.14,404007.53,323107.78,7133931.5,7308852.0,6813109.0,6878261.5,5467154.5,
1534,369.24210496814857,7.4632587,height,,,,,,,,,,,0.0,431781.62,0.0,713828.7,1008480.2,685827.6,1193709.5,764379.5,666057.94,715280.94,0.0,0.0,0.0,0.0,241440.9,284215.72,331396.84,357199.4,331348.25,
1535,329.2493720572334,7.4658713,height,,,,,,,,,,,0.0,1060969.4,0.0,2065948.8,2658375.8,1727559.0,3312691.2,1998485.0,1698949.5,1648850.6,0.0,0.0,0.0,0.0,835706.06,844590.25,968302.1,720213.06,686328.25,
1536,329.2490870489258,7.4638815,height,,,,,,,,,,,0.0,0.0,0.0,2025726.5,2644992.2,0.0,3517016.2,2025970.9,1760888.4,1701527.5,0.0,0.0,0.0,0.0,775311.9,838164.3,879317.8,0.0,793923.9,
1537,225.0923284249316,7.47959,height,,,,,,,,,,,908183.2,1118049.6,683430.2,770336.25,936277.5,939283.25,730601.5,830186.3,627028.1,630588.75,590449.8,666430.44,3193382.2,2058342.6,1044364.06,1382416.2,1091418.5,802215.2,505058.94,
1538,378.17181557258266,7.480023,height,,,,,,,,,,,467529.53,636020.1,355344.75,422126.28,495508.84,485789.16,398275.53,435624.75,352765.4,349066.66,316610.06,336120.8,1667050.6,1111859.4,566901.9,728806.1,620221.9,438752.53,298142.47,
1539,494.1556433949529,7.4943037,height,,,,,,,,,,,866571.56,926022.3,825277.7,940271.44,883393.9,856453.56,920628.25,903970.8,851147.94,701889.2,753013.7,732340.9,1432177.8,1414165.4,1148988.2,1067235.2,913656.6,891467.56,812260.44,
1540,466.1610531929255,7.4952025,height,,,,,,,,,,,838970.4,795130.6,767493.1,776888.56,802782.75,775707.8,824495.06,737743.44,684103.1,638325.94,641273.7,646563.6,1241209.6,1177692.0,1033483.75,948029.1,726343.25,782253.0,723529.44,
1541,474.2125694488403,7.4952126,height,,,,,,,,,,,993007.4,1013360.5,958616.44,916893.75,964742.9,972990.7,958676.75,1003937.7,926776.2,847175.0,913181.56,918930.2,1453806.6,1409017.8,1162752.2,1081739.4,879923.75,970983.4,946742.8,
1542,492.1852622084852,7.495211,height,,,,,,,,,,,1741246.0,1812596.2,1662849.1,1771640.0,1698812.6,1704450.1,1760098.4,1758627.9,1729309.5,1463588.2,1600881.0,1553814.4,3212226.5,3072052.2,2272605.2,2068604.1,1677539.9,1781559.1,1591004.4,
1543,398.1753605423372,7.4934025,height,,,,,,,,,,,373733.16,469442.94,341249.28,439882.47,448507.22,453101.78,408285.97,402408.22,459739.22,345233.1,331784.06,361183.03,1366126.0,974198.9,726049.44,601179.4,520787.25,445666.97,297754.16,
1544,451.15842809675183,7.4984164,height,,,,,,,,,,,1131453.1,1146605.6,1199261.1,1104610.6,1120008.0,1257440.0,1203753.5,1145309.1,1043999.7,996711.06,1039834.44,1134937.6,1473824.9,1517408.8,1211818.8,1212923.1,929675.3,1130127.9,1296002.4,
1545,492.18555826337473,7.5038977,height,,,,,,,,,,,1842465.4,1824887.1,1764810.9,1722881.0,1716835.1,1633228.9,1767509.2,1790044.8,1723861.0,1457110.5,1612353.1,1708262.8,0.0,3144470.5,0.0,0.0,0.0,1732296.2,1630710.5,
1546,494.15602048707433,7.4984007,height,,,,,,,,,,,899473.06,912222.25,856002.6,0.0,900142.75,842627.56,906656.9,941103.06,839395.7,712896.6,762736.7,780404.1,0.0,1506193.6,0.0,0.0,0.0,876136.4,829723.0,
1547,357.14886596607465,7.497939,height,,,,,,,,,,,2525445.8,2429610.0,2639413.5,2440648.2,2516402.2,2552186.0,2392442.0,2352971.2,2244009.8,2373767.5,2373005.0,2490197.8,2193907.2,2794479.0,2271613.8,2395565.8,2120876.8,2420421.8,2734010.2,
1548,449.1582161382696,7.4979634,height,,,,,,,,,,,798089.94,817248.2,742304.0,826612.6,757941.9,773647.7,816180.06,708440.44,681202.6,630679.94,675639.44,729436.44,1323774.2,1242962.6,940049.44,915343.56,708284.6,781312.44,846643.4,
1549,286.3119862606619,7.497115,height,,,,,,,,,,,529303.75,748148.5,502497.8,966753.06,567310.94,828794.06,637880.9,546338.06,606965.94,718629.06,509617.03,523605.34,1218958.5,1035521.75,939720.25,676852.06,600116.56,535849.0,539135.06,
1550,474.2129435870835,7.50088,height,,,,,,,,,,,1019280.9,987972.9,996475.4,0.0,967791.4,941267.6,990900.2,1004472.1,917053.9,844524.06,911326.5,960722.0,0.0,1428894.1,0.0,0.0,0.0,966673.3,971651.94,
1551,451.1587999306379,7.5108185,height,,,,,,,,,,,1199300.6,1089007.8,1265225.2,0.0,1188756.2,1197519.0,1188547.1,1203674.8,1057734.6,1001794.1,1106068.1,1151691.6,0.0,1497736.8,0.0,0.0,0.0,1108746.6,1303054.1,
1552,298.27607205639345,7.5033174,height,,,,,,,,,,,884902.9,1265436.4,1066541.6,566008.44,1298220.8,1291075.6,1429668.5,1269899.8,473261.78,1293434.8,0.0,0.0,0.0,0.0,411314.25,432073.4,443700.28,1058127.5,989366.1,
1553,357.1490769730802,7.506758,height,,,,,,,,,,,2500037.8,2371118.0,2785642.5,2278086.0,2541009.2,2420229.5,2399610.8,2379540.8,2258895.0,2355280.0,2450395.2,2645372.2,0.0,2792017.5,0.0,0.0,0.0,2351652.8,2771753.5,
1554,298.2756672799048,7.528021,height,,,,,,,,,,,904770.25,0.0,1108337.6,1444134.5,1375462.4,0.0,1506782.4,1331017.8,1290910.1,1352637.2,0.0,0.0,0.0,0.0,1141472.9,1257594.5,1155816.5,0.0,1009711.56,
1555,399.3603474261844,7.525805,height,,,,,,,,,,,308925.66,341089.7,278201.4,345175.3,351945.12,460516.16,348616.66,283291.1,292333.56,274082.88,266867.97,257867.45,3584948.8,685566.06,504399.1,403146.34,406517.6,369785.75,307439.88,
1556,282.28079622352334,7.525738,height,,,,,,,,,,,576811.6,757003.94,691398.56,902019.3,792580.1,786978.06,865610.94,746563.7,720577.2,771050.75,0.0,0.0,134732.14,0.0,745337.6,763241.1,711172.1,672219.0,623578.25,
1557,296.2963976130739,7.525127,height,,,,,,,,,,,217656.53,274368.5,210158.9,259178.06,311156.88,0.0,269981.03,230256.31,219433.92,235707.06,207641.2,183115.86,2736677.8,526733.4,360310.88,313638.94,300326.0,255351.69,229702.77,
1558,282.2805949810519,7.5247717,height,,,,,,,,,,,562841.56,0.0,772298.3,873943.9,853641.3,0.0,898037.3,779740.6,756588.06,824183.9,0.0,0.0,134732.14,0.0,704370.3,719002.1,706990.44,0.0,625474.3,
1559,736.1575593336312,7.534012,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173623.8,0.0,0.0,0.0,0.0,0.0,0.0,
1560,269.2122159384426,7.544371,height,,,,,,,,,,,417181.56,542184.5,344790.22,547563.9,469004.7,437872.06,563335.6,423391.84,336883.88,366154.16,317923.62,282560.53,879329.4,867921.0,971666.2,915569.7,895607.44,678019.6,547641.56,
1561,706.8073865417563,7.5687594,height,,,,,,,,,,,0.0,0.0,0.0,120082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403793.9,229707.36,210116.69,165333.19,155033.64,0.0,0.0,
1562,163.07641354479574,7.5957627,height,,,,,,,,,,,950285.3,795510.06,693746.8,853243.1,780517.9,770175.7,843941.8,927650.75,995704.25,736188.2,712391.4,687931.1,1655351.1,1645157.9,1404382.4,1227024.8,1107548.4,1024791.94,702717.44,
1563,365.1378596364403,7.596157,height,,,,,,,,,,,1015906.94,874466.9,770433.9,1066917.9,857993.1,821959.75,925338.44,809608.7,1010589.56,763812.5,760881.06,772992.2,1255491.9,1688002.5,1297364.5,1297260.4,1125213.4,1082857.9,737047.9,
1564,365.1377662344059,7.6125894,height,,,,,,,,,,,1015906.94,0.0,906400.0,962257.94,1021141.75,463141.97,1133793.2,906902.94,1010589.56,943565.2,898788.9,858660.25,1255491.9,1688002.5,1008580.6,1297260.4,947940.7,860906.94,955345.44,
1565,394.3313236429096,7.568386,height,,,,,,,,,,,783224.9,480381.44,379822.06,566662.8,549714.3,571142.6,832901.6,774915.44,459149.66,251230.7,174305.61,163164.52,430005.38,415354.22,1006705.56,900712.0,980736.7,979480.8,892793.2,
1566,291.25452747829934,7.568838,height,,,,,,,,,,,263378.06,332395.9,286258.66,381449.7,285153.22,304882.9,329247.47,353343.8,235680.14,233379.4,216542.2,218873.72,1609038.8,945876.6,712441.25,602051.6,583882.94,473116.84,421797.0,
1567,258.2443880730235,7.576072,height,,,,,,,,,,,655870.8,816153.44,962444.25,2477138.5,390290.84,1442684.6,340101.8,1044783.7,1252183.4,710867.06,0.0,0.0,0.0,0.0,1430184.0,1709754.9,1358235.8,1324603.1,1085285.5,
1568,258.24426034413165,7.577197,height,,,,,,,,,,,753668.75,0.0,1061252.5,2304727.8,461137.9,0.0,418316.03,1102702.5,1223091.2,795429.06,0.0,0.0,0.0,0.0,1312423.4,1476670.5,1295745.9,1341885.1,1132982.6,
1569,691.7978472711764,7.5799255,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436910.5,235416.58,183500.66,166655.28,135524.27,0.0,0.0,
1570,295.2285237834182,7.5909557,height,,,,,,,,,,,174317.58,1756460.0,189869.2,879212.25,1139854.0,953482.8,800178.8,727974.25,161361.11,1649981.0,166663.19,178903.81,0.0,234642.33,635265.7,688663.75,699146.25,620014.6,622496.5,
1571,396.33385247052,7.587845,height,,,,,,,,,,,273460.16,323504.0,273622.7,350474.94,322238.7,291559.62,321708.97,293687.47,276982.5,271076.9,234998.83,276563.9,1803647.1,850279.6,485221.16,420423.8,377765.7,265511.94,260517.7,
1572,352.30764712568435,7.5703073,height,,,,,,,,,,,216402.94,0.0,266624.47,295320.9,262007.98,266305.75,272626.6,287615.72,236150.98,239400.95,234954.44,244159.1,1721066.2,832364.25,439448.3,352903.38,311736.16,244457.69,242036.33,
1573,317.2106259549958,7.603866,height,,,,,,,,,,,0.0,1994114.5,0.0,770005.75,1114590.0,991204.9,719492.6,620333.75,725037.9,1532097.1,0.0,0.0,121918.71,0.0,525810.56,603773.5,624417.56,565857.94,472875.25,
1574,163.07639049939343,7.6046014,height,,,,,,,,,,,814456.56,1280704.1,900123.75,1158508.4,1036765.4,1192028.0,1048083.25,747554.3,726259.9,921790.75,950176.06,924370.25,1465880.2,1500220.4,946775.1,937977.2,900486.2,771755.2,903549.0,
1575,277.2179684435999,7.6023183,height,,,,,,,,,,,134065.92,1728606.8,145031.8,830335.75,1119589.9,922965.44,748485.06,748379.8,815497.0,1583209.9,135495.8,162366.66,0.0,186418.31,0.0,0.0,0.0,607085.3,578152.25,
1576,277.2177833651223,7.6036315,height,,,,,,,,,,,134065.92,1829533.4,145031.8,829981.0,1116450.8,1006889.7,744894.9,678210.56,819198.44,1545772.5,135495.8,162366.66,209560.42,179102.39,582898.0,630600.56,579984.5,631842.75,546551.06,
1577,295.2284503320153,7.6086564,height,,,,,,,,,,,173128.48,1927333.5,189869.2,854716.9,1120119.9,1037567.44,786854.5,682833.1,823399.6,1573842.6,169771.28,171539.22,253909.97,234642.33,591179.75,675837.9,612726.4,624273.94,604472.8,
1578,296.2601280857374,7.61403,height,,,,,,,,,,,774786.0,1326643.8,985705.0,1628318.6,1369755.6,1358402.8,1489804.6,1599781.5,1528205.5,1286991.0,0.0,0.0,212910.22,0.0,1205685.6,1119306.1,1185002.1,1039909.3,920674.2,
1579,296.2599868327853,7.6156044,height,,,,,,,,,,,819764.8,0.0,1029127.3,1536441.1,1395867.4,0.0,1526922.4,1607422.4,1740819.2,1353963.2,0.0,0.0,212910.22,0.0,1136631.2,1062695.2,1180248.0,1081326.8,962693.5,
1580,365.1378342984709,7.6153708,height,,,,,,,,,,,855597.8,1175849.5,915454.25,1098359.0,1020864.5,1108680.2,1075090.6,887798.9,786740.75,896616.3,907849.75,861604.94,1190465.2,1379411.1,1240750.0,956744.4,1095887.8,875778.5,937711.94,
1581,318.2422034075444,7.6144433,height,,,,,,,,,,,353341.4,904763.25,521634.1,967230.94,754460.06,823065.3,774832.44,835481.6,815229.44,755598.06,0.0,0.0,0.0,0.0,605324.0,630669.94,645830.5,606898.4,535244.8,
1582,792.4935224719666,7.6166906,height,,,,,,,,,,,0.0,2811141.0,0.0,809308.06,991195.6,1286965.5,175194.95,150291.27,506183.84,1829996.1,0.0,0.0,0.0,0.0,579741.1,605077.9,707243.06,610737.0,606127.25,
1583,797.4491661816669,7.6167226,height,,,,,,,,,,,0.0,3725408.2,0.0,860569.0,1046327.44,1390606.1,185744.88,0.0,502316.7,1685203.2,0.0,0.0,0.0,0.0,540917.7,508086.28,619920.7,646712.94,593826.6,
1584,597.4293451425788,7.626135,height,,,,,,,,,,,393788.28,464106.44,348769.53,456336.97,404962.62,405841.47,404730.25,365847.9,377191.84,347972.75,349492.44,373782.47,2015582.4,792808.75,722292.7,473169.56,433661.6,435260.34,372873.28,
1585,641.4444981505796,7.62884,height,,,,,,,,,,,0.0,0.0,0.0,5794911.5,4533987.5,0.0,746786.7,989817.1,2574755.2,5025828.5,0.0,0.0,0.0,0.0,2936486.5,3231245.2,2825693.0,0.0,3170971.2,
1586,982.5785063778942,7.628831,height,,,,,,,,,,,0.0,0.0,0.0,6838287.0,4640770.5,0.0,891975.56,1049348.9,2685449.2,5973250.5,0.0,0.0,0.0,0.0,3246158.8,3872782.8,3430544.5,0.0,3453091.5,
1587,987.5341149185468,7.6299624,height,,,,,,,,,,,0.0,0.0,0.0,2163795.2,1819576.0,0.0,311719.72,402772.78,1115048.1,1956210.2,0.0,0.0,0.0,0.0,1004476.94,1068828.9,1054121.2,1358801.5,1332250.4,
1588,623.4343214535568,7.629699,height,,,,,,,,,,,0.0,2445615.5,0.0,1235978.5,915203.25,1595585.8,179843.7,228768.23,514980.72,955887.0,0.0,0.0,0.0,0.0,651812.1,773736.25,617130.94,700723.5,649301.94,
1589,982.579270257854,7.6296864,height,,,,,,,,,,,0.0,14421864.0,0.0,6441126.0,4385059.0,8754787.0,812067.44,989946.0,2477224.2,5662665.0,0.0,0.0,0.0,0.0,3390432.5,3544548.2,3685958.5,3329648.0,3266891.5,
1590,641.4450192664425,7.6296864,height,,,,,,,,,,,0.0,12615041.0,0.0,5621628.0,4138569.5,7918207.0,664191.6,911212.44,2352031.5,4845490.5,0.0,0.0,0.0,0.0,3168346.2,3728427.8,3017452.0,3058536.0,2944087.2,
1591,987.534633965008,7.62969,height,,,,,,,,,,,0.0,4947264.5,0.0,2351963.0,1622423.2,3107311.5,311719.72,376286.4,983719.4,1905870.1,0.0,0.0,0.0,0.0,1013112.44,1240608.9,1074184.9,1247154.9,1253913.6,
1592,365.1381080970459,7.6363363,height,,,,,,,,,,,1015906.94,1052169.4,906400.0,0.0,1021141.75,1033960.94,1133793.2,906902.94,1010589.56,943565.2,898788.9,858660.25,0.0,1688002.5,0.0,0.0,0.0,1060019.4,955345.44,
1593,311.25956420342334,7.6532826,height,,,,,,,,,,,0.0,0.0,0.0,7758578.0,8448324.0,0.0,6340569.0,6084255.5,7170286.5,7325163.5,0.0,0.0,0.0,0.0,2834632.0,3010077.2,2974390.5,3165565.2,3385470.5,
1594,505.2560272001769,7.652776,height,,,,,,,,,,,0.0,0.0,0.0,1210825.8,1312355.0,0.0,941202.3,922104.2,1133850.4,1083754.1,0.0,0.0,0.0,0.0,441862.97,447633.94,428075.44,0.0,488696.97,
1595,163.07639305921862,7.639108,height,,,,,,,,,,,915240.7,1280704.1,890012.06,1102554.9,1018712.06,1072234.1,1087049.9,945923.9,946143.06,1008019.8,923753.8,910716.3,2101490.5,1627816.1,1225881.4,1238714.5,1120402.1,969339.5,940073.5,
1596,465.2637816808219,7.6536255,height,,,,,,,,,,,0.0,0.0,0.0,997479.94,1090206.4,0.0,821424.75,833192.94,971261.5,1048844.9,0.0,0.0,0.0,0.0,387658.25,384099.84,361938.28,0.0,451422.9,
1597,365.1378284397256,7.6382046,height,,,,,,,,,,,978875.4,1175849.5,906400.0,1066917.9,1021141.75,1108680.2,1133793.2,906902.94,965897.7,943565.2,898788.9,858660.25,1663688.8,1569047.4,1297364.5,1320848.1,1125213.4,1082857.9,955345.44,
1598,311.25974151049,7.6539645,height,,,,,,,,,,,0.0,6285183.5,0.0,7759564.5,8262916.5,7383402.0,5972187.0,5752485.5,6706946.0,7159272.5,0.0,0.0,0.0,0.0,2989744.2,2994898.8,2960580.8,3002385.5,3160001.2,
1599,465.2641978130798,7.654622,height,,,,,,,,,,,0.0,826712.2,0.0,1008085.1,1072914.9,969051.7,782587.1,803073.0,905623.2,1023153.5,0.0,0.0,0.0,0.0,416868.97,401926.22,372595.6,382266.3,427307.25,
1600,505.2564855852009,7.653312,height,,,,,,,,,,,0.0,945329.56,0.0,1200569.1,1302556.2,1140788.1,890155.4,867150.75,1053548.2,1090152.8,0.0,0.0,0.0,0.0,462443.94,456116.2,442106.22,458121.44,467133.56,
1601,399.2528231359087,7.6699452,height,,,,,,,,,,,1923940.5,1789176.8,1919263.8,0.0,1942866.5,1825312.5,1810012.1,2089423.4,2121152.8,2043602.5,0.0,2252701.0,0.0,3423796.5,197354.25,0.0,0.0,1898613.5,2181093.0,
1602,399.2525013567631,7.6684103,height,,,,,,,,,,,1778594.5,1896665.2,1834211.5,1838068.4,1884388.8,1847376.9,1775760.5,1919265.8,1989427.1,1961072.2,2132358.5,2250874.5,4901985.5,3296722.0,1906868.5,1958916.4,1827423.9,2018757.6,2036397.9,
1603,620.4399612296876,7.67226,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,348159.94,263579.8,368340.22,0.0,292684.8,315260.47,445660.97,449775.5,732285.56,1183158.8,548155.0,502065.5,365572.25,
1604,298.2758602770942,7.6799636,height,,,,,,,,,,,468442.97,648499.2,550171.25,696954.7,620188.75,663305.06,702735.5,671601.7,648094.0,628751.75,0.0,0.0,0.0,0.0,578098.3,633272.56,546311.44,505903.94,506630.53,
1605,576.4132321158854,7.6887817,height,,,,,,,,,,,153145.12,0.0,158247.55,171691.78,222751.03,0.0,344843.25,324502.78,374084.8,0.0,543667.44,562692.3,789104.1,727117.1,1275798.4,1970456.8,905841.6,943161.25,577407.4,
1606,454.2954638803011,7.694199,height,,,,,,,,,,,0.0,3105088.2,0.0,4959572.0,5631088.5,3816440.8,5590621.5,4410249.0,4340204.5,3853106.5,0.0,0.0,0.0,0.0,1500496.6,1736429.1,1722392.2,1695734.1,1693582.2,
1607,454.2951990988573,7.6945806,height,,,,,,,,,,,0.0,0.0,0.0,4769806.5,5602101.5,0.0,5986378.5,4574338.0,4214904.5,4122629.8,0.0,0.0,0.0,0.0,1446416.8,1669984.2,1681083.2,1778495.8,1731870.4,
1608,532.3878025160192,7.702264,height,,,,,,,,,,,173509.81,347703.06,149153.67,0.0,195520.86,200517.31,362477.34,294435.38,375521.75,128242.61,862890.5,842540.5,0.0,1028148.0,0.0,0.0,0.0,1138839.6,767353.06,
1609,532.3873273903205,7.702854,height,,,,,,,,,,,173509.81,377362.84,149153.67,215706.64,195520.86,200517.31,342023.6,288003.1,355835.34,128242.61,833948.94,824084.56,1098556.5,993379.25,1388649.4,2672573.2,1085736.1,1190232.9,738499.56,
1610,319.1461063516341,7.711698,height,,,,,,,,,,,0.0,1098440.1,0.0,510310.9,496730.2,590314.1,280648.12,257897.84,221383.67,489512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312138.1,294208.4,
1611,488.3606488424308,7.7167287,height,,,,,,,,,,,162672.8,0.0,155746.5,196748.34,186896.77,0.0,280810.38,283467.12,308263.12,0.0,987648.1,978516.4,1168747.9,1192486.5,1465440.9,3487658.5,1443803.6,1396005.4,881400.8,
1612,444.3347560317534,7.7197614,height,,,,,,,,,,,149827.95,229615.6,132702.16,0.0,141302.3,136333.58,216196.47,299115.78,296014.16,0.0,1069890.5,1072380.0,0.0,1308054.1,0.0,0.0,0.0,1231569.6,663427.8,
1613,488.3611123967998,7.7160134,height,,,,,,,,,,,162672.8,312234.88,155746.5,0.0,186896.77,160335.02,280810.38,292311.06,308263.12,0.0,1050878.4,1042110.9,0.0,1253328.8,1386329.1,3584007.2,0.0,1352791.2,923330.4,
1614,400.3074992682292,7.7201304,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,142536.23,206667.28,182287.66,0.0,475456.28,477195.44,618717.75,579811.75,343320.0,1692044.4,666681.5,618750.7,313014.56,
1615,444.33421620303625,7.722091,height,,,,,,,,,,,149827.95,0.0,132702.16,171309.48,141302.3,0.0,216196.47,299115.78,296014.16,0.0,1021327.4,1009730.75,1219223.6,1220485.1,1078844.2,3087065.0,1355469.1,1272592.4,660444.2,
1616,496.3423950183769,7.7298656,height,,,,,,,,,,,0.0,6506641.0,0.0,8552438.0,9617478.0,6820680.0,8204355.0,6525111.0,7272291.5,6041865.0,0.0,0.0,0.0,0.0,2808223.2,2905083.2,3178344.2,3025114.8,3075867.0,
1617,496.341954298607,7.729918,height,,,,,,,,,,,0.0,0.0,0.0,8127029.5,10235026.0,0.0,8862602.0,7053311.0,7555549.5,6263903.0,0.0,0.0,0.0,0.0,2773758.0,2976280.2,3033642.8,0.0,3186730.2,
1618,295.2286787806624,7.726095,height,,,,,,,,,,,168007.64,1621019.0,189869.2,0.0,1954942.1,1741654.5,1879310.4,1881960.2,2062015.0,1771151.1,0.0,158135.33,0.0,241597.44,0.0,0.0,0.0,818043.8,848099.94,
1619,277.2175162609476,7.742806,height,,,,,,,,,,,0.0,0.0,134315.17,1758871.1,1614825.0,0.0,1497944.4,1522478.0,1883602.4,1528140.8,0.0,0.0,187834.75,172927.1,711590.4,773355.2,667879.25,0.0,724057.94,
1620,277.21772589641955,7.741924,height,,,,,,,,,,,0.0,1307844.9,134315.17,1939636.5,1473643.8,1495946.8,1508057.4,1533959.9,1658070.2,1391396.8,0.0,0.0,187834.75,172927.1,783127.9,842745.0,644896.3,689876.1,687593.5,
