feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
1171	HHLDTXXBNIOICM	sirius	CCCCCCCCCC(=CC=CC=CC(=O)O)O																																																																																												1.0	1.0	0.147	0.147	-97.662	1.0	0.5	239.728	C16H26O3	[M + H]+	C16H27O3+	InChI=1S/C16H26O3/c1-2-3-4-5-6-7-9-12-15(17)13-10-8-11-14-16(18)19/h8,10-11,13-14,17H,2-7,9,12H2,1H3,(H,18,19)	7-Hydroxyhexadeca-2,4,6-trienoic acid	CCCCCCCCCC(=CC=CC=CC(=O)O)O	5.4	88011657	PUBCHEM:(88011657)	2.0	267.197	372.0	6.199	7.076669535597665e+17	7.07666527263262e+17	
1171	YKFBEUHZLUQBGR	isdb	CO[C@H]1OC[C@@H]2[C@@H](O)[C@@H]3CC(C)(C)C[C@@H]3[C@@]3(C)C[C@@]123																																													59.0	Terpenoids	1.0	Sesquiterpenoids	1.0	Marasmane sesquiterpenoids	1.0	2.0	0.75473756	ISDB	http://www.wikidata.org/entity/Q105349635	YKFBEUHZLUQBGR-URWJODJYSA-N	InChI=1S/C16H26O3/c1-14(2)5-9-10(6-14)15(3)8-16(15)11(12(9)17)7-19-13(16)18-4/h9-13,17H,5-8H2,1-4H3/t9-,10+,11-,12+,13+,15-,16+/m1/s1	CO[C@H]1OC[C@@H]2[C@@H](O)[C@@H]3CC(C)(C)C[C@@H]3[C@@]3(C)C[C@@]123	C16H26O3		266.188194692	Lactapiperanol E	Terpenoids	Sesquiterpenoids	Marasmane sesquiterpenoids	http://www.wikidata.org/entity/Q854895	Russula foetens	41734.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Russulales']	['Russulaceae']	['Unknown']	['Russula']	['Russula foetens']											0.0	3.0	4.5189502239227295	1.0																								
1172	GYDYJUYZBRGMCC	isdb	CCCCCCCCCCCC(=O)NCCCC[C@H](N)C(=O)O																																													257.0	Fatty acids	0.2	Fatty amides	0.2	N-acyl amines	0.2	1.0	0.40626287	ISDB	http://www.wikidata.org/entity/Q27251234	GYDYJUYZBRGMCC-INIZCTEOSA-N	InChI=1S/C18H36N2O3/c1-2-3-4-5-6-7-8-9-10-14-17(21)20-15-12-11-13-16(19)18(22)23/h16H,2-15,19H2,1H3,(H,20,21)(H,22,23)/t16-/m0/s1	CCCCCCCCCCCC(=O)NCCCC[C@H](N)C(=O)O	C18H36N2O3		328.272593012	Lauroyl lysine	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q26291301	Streptomyces mobaraensis	838446.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces mobaraensis']											0.0	3.0	3.125051498413086	1.0																								
1172	YWPIANMBCWTPEE	sirius	CCCCCCC=CCCCCCCCC(=O)NCC(=O)O																																																																																												1.0	1.0	0.282	0.282	-275.307	0.669	0.333	52.966	C18H33NO3	[M + H3N + H]+	C18H37N2O3+	InChI=1S/C18H33NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(21)22/h7-8H,2-6,9-16H2,1H3,(H,19,20)(H,21,22)	Palmitoleoylglycine	CCCCCCC=CCCCCCCCC(=O)NCC(=O)O	5.5	123806906;122391304;90436294	COCONUT:(CNP0081796);CHEBI:(134042 136618);SUPERNATURAL:(SN0462233);PUBCHEM:(123806906 122391304 90436294);PUBCHEMANNOTATIONDRUG:(null)	36700194.0	329.282	373.0	6.222	7.07666943329858e+17	7.076665272842335e+17	
1173	ASRZUUIQEMYXLQ	isdb	CC/C=C/C/C=C\CC/C=C/C=C/C(=O)N[C@@H](C)CC																																													115.0	Fatty acids	1.0	Fatty amides	1.0	N-acyl amines	1.0	8.0	0.41321087	ISDB	http://www.wikidata.org/entity/Q104918027	ASRZUUIQEMYXLQ-BQRXGMAVSA-N	InChI=1S/C18H29NO/c1-4-6-7-8-9-10-11-12-13-14-15-16-18(20)19-17(3)5-2/h6-7,9-10,13-17H,4-5,8,11-12H2,1-3H3,(H,19,20)/b7-6+,10-9-,14-13+,16-15+/t17-/m0/s1	CC/C=C/C/C=C\CC/C=C/C=C/C(=O)N[C@@H](C)CC	C18H29NO		275.224914548	(2E,4E,8Z,11E)-N-[(2S)-butan-2-yl]tetradeca-2,4,8,11-tetraenamide	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q1324774	Zanthoxylum integrifoliolum	6125676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum integrifoliolum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4.0	3.0	7.152843475341797	1.0																								
1173	HYUPSGGKJPMYLH	sirius	C1CCC(=C2CCCC(C2=O)C3=CCCCC3)CC1																																																																																												1.0	1.0	0.307	0.53	-60.817	1.0	0.333	181.923	C18H26O	[M + H3N + H]+	C18H30NO+	InChI=1S/C18H26O/c19-18-16(14-8-3-1-4-9-14)12-7-13-17(18)15-10-5-2-6-11-15/h8,16H,1-7,9-13H2	2-Cyclohexylidene-6-(1-cyclohexen-1-yl)cyclohexan-1-one	C1CCC(=C2CCCC(C2=O)C3=CCCCC3)CC1	4.7	3016281	NORMAN:(NS00057249);PUBCHEM:(3016281);DSSTox:(DTXSID60961749)	137439215618.0	276.234	375.0	6.242	7.076669482791373e+17	7.07666527305205e+17	
1174	ASRZUUIQEMYXLQ	isdb	CC/C=C/C/C=C\CC/C=C/C=C/C(=O)N[C@@H](C)CC																																													115.0	Fatty acids	1.0	Fatty amides	1.0	N-acyl amines	1.0	6.0	0.4121898	ISDB	http://www.wikidata.org/entity/Q104918027	ASRZUUIQEMYXLQ-BQRXGMAVSA-N	InChI=1S/C18H29NO/c1-4-6-7-8-9-10-11-12-13-14-15-16-18(20)19-17(3)5-2/h6-7,9-10,13-17H,4-5,8,11-12H2,1-3H3,(H,19,20)/b7-6+,10-9-,14-13+,16-15+/t17-/m0/s1	CC/C=C/C/C=C\CC/C=C/C=C/C(=O)N[C@@H](C)CC	C18H29NO		275.224914548	(2E,4E,8Z,11E)-N-[(2S)-butan-2-yl]tetradeca-2,4,8,11-tetraenamide	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q1324774	Zanthoxylum integrifoliolum	6125676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Zanthoxylum']	['Zanthoxylum integrifoliolum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4.0	3.0	7.148759245872498	1.0																								
1175	ODCZJZWSXPVLAW	sirius	CC(CCCCC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C																																																																																												1.0	1.0	0.075	0.075	-156.067	0.987	0.5	32.705	C18H28O5	[M - H2O + H]+	C18H27O4+	InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)	11-[3-(hydroxymethyl)-4-oxooxetan-2-yl]-3,5,7-trimethylundeca-2,4-dienoic acid	CC(CCCCC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C	4.6	162962263;162962264;162962265;6440895;146037321;10471501;54144091;160173	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0233435);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(6440895);METACYC:(CPD-22975);CHEBI:(191049);SUPERNATURAL:(SN0262188);MESH:(6440895);PUBCHEM:(162962263 162962264 162962265 6440895 146037321 10471501 54144091 160173);DSSTox:(DTXSID901318499);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137563736166.0	307.19	376.0	6.27	7.076669420715666e+17	7.076665273513423e+17	
1176	CQLLONKRNFPXKA	sirius	CCCOP(=O)(O)OC1CC[N+](C=C1)(C)C																																																																																												1.0	2.0	0.021	0.021	-242.944	0.015	0.333	46.642	C10H20NO4P	[M + H]+	C10H21NO4P+	InChI=1S/C10H20NO4P/c1-4-9-14-16(12,13)15-10-5-7-11(2,3)8-6-10/h5,7,10H,4,6,8-9H2,1-3H3/p+1	[(4S)-1,1-dimethyl-3,4-dihydro-2H-pyridin-1-ium-4-yl] propyl hydrogen phosphate	CCCOP(=O)(O)OC1CC[N+](C=C1)(C)C	0.3	66553094	PUBCHEMANNOTATIONBIO;PUBCHEM:(66553094)	16777218.0	250.12	376.0	6.274	7.076669471970066e+17	7.076665273723139e+17	
1177	LBMZURPDADXCLH	sirius	COC1=NN(C(=O)S1)CS(=O)C																																																																																												1.0	1.0	0.057	0.057	-204.085	1.0	0.333	34.495	C5H8N2O3S2	[M - H2O + H]+	C5H7N2O2S2+	InChI=1S/C5H8N2O3S2/c1-10-4-6-7(3-12(2)9)5(8)11-4/h3H2,1-2H3	3-(methanesulfinylmethyl)-5-methoxy-2,3-dihydro-1,3,4-thiadiazol-2-one	COC1=NN(C(=O)S1)CS(=O)C	0.1	162870053;54024921	COCONUT:(CNP0134418);SUPERNATURAL:(SN0201066);PUBCHEM:(162870053 54024921);DSSTox:(DTXSID80708476)	137442099202.0	190.994	374.0	6.241	7.076669537233444e+17	7.076665273974797e+17	
1178	BXSYDOYJFXURHI	isdb	CC1=C2[C@@H]3O[C@]2(C[C@H]2CCC[C@H](C)[C@]23C)OC1=O																																													131.0	Terpenoids	1.0	Sesquiterpenoids	1.0	Pseudoguaiane sesquiterpenoids	0.5	1.0	0.82669544	ISDB	http://www.wikidata.org/entity/Q104948231	BXSYDOYJFXURHI-OADFYJJDSA-N	InChI=1S/C15H20O3/c1-8-5-4-6-10-7-15-11(9(2)13(16)18-15)12(17-15)14(8,10)3/h8,10,12H,4-7H2,1-3H3/t8-,10+,12-,14+,15+/m0/s1	CC1=C2[C@@H]3O[C@]2(C[C@H]2CCC[C@H](C)[C@]23C)OC1=O	C15H20O3		248.1412445	(4R)-4a,5,6,7,8,8abeta,9,9a-Octahydro-3,4abeta,5beta-trimethyl-4alpha,9aalpha-epoxynaphtho[2,3-b]furan-2(4H)-one	Terpenoids	Sesquiterpenoids	Eremophilane sesquiterpenoids	http://www.wikidata.org/entity/Q5759556	Ligularia fischeri	619951.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Senecioneae']	['Ligularia']	['Ligularia fischeri']											0.0	2.0	4.306781768798828	1.0																								
1178	DVMHOADEMGTVLF	sirius	CC(=CCC(C(=CCCC1=CC(=O)OC1O)C)O)C																																																																																												1.0	1.0	0.083	0.083	-141.471	1.0	0.5	146.004	C15H22O4	[M - H2O + H]+	C15H21O3+	InChI=1S/C15H22O4/c1-10(2)7-8-13(16)11(3)5-4-6-12-9-14(17)19-15(12)18/h5,7,9,13,15-16,18H,4,6,8H2,1-3H3	5-hydroxy-4-(5-hydroxy-4,8-dimethylnona-3,7-dien-1-yl)-2,5-dihydrofuran-2-one	CC(=CCC(C(=CCCC1=CC(=O)OC1O)C)O)C	2.2	163083328;85168140;10515892	COCONUT:(CNP0391890);TeroMol:(TKC029674);SUPERNATURAL:(SN0076568);PUBCHEM:(163083328 85168140 10515892);LOTUS:(Q104990212)	279969794.0	249.15	375.0	6.254	7.07666957380778e+17	7.076665274184512e+17	
1180	RUQDOYIAKHIMAN	sirius	C1=CC=C(C=C1)C=CC=NO																																																																																												1.0	3.0	0.103	0.103	-84.644	0.016	0.017	17.147	C9H9NO	[M + Na]+	C9H9NNaO+	InChI=1S/C9H9NO/c11-10-8-4-7-9-5-2-1-3-6-9/h1-8,11H	N-(3-phenylprop-2-en-1-ylidene)hydroxylamine	C1=CC=C(C=C1)C=CC=NO	2.014	42555782;9561350;163360129;5355942;5371765;6436538;92017956;89369;24884261	COCONUT:(CNP0222067);NORMAN:(NS00050726 NS00086850);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0335747);PUBCHEM:(42555782 9561350 163360129 5355942 5371765 6436538 92017956 89369 24884261);DSSTox:(DTXSID50885147 DTXSID60424142 DTXSID901312677);PUBMED:(null)	137509470274.0	170.057	377.0	6.277	7.076669413417576e+17	7.076665274645885e+17	
1181	HOKASXOKIJKOCM	sirius	CCNC(=O)C(Cl)Cl																																																																																												1.0	1.0	0.15	0.15	-70.746	1.0	0.297	3.012	C4H7Cl2NO	[M - H2O + H]+	C4H6Cl2N+	InChI=1S/C4H7Cl2NO/c1-2-7-4(8)3(5)6/h3H,2H2,1H3,(H,7,8)	2,2-Dichloro-N-ethylacetamide	CCNC(=O)C(Cl)Cl	1.3	3016344	NORMAN:(NS00031147);PUBCHEM:(3016344);DSSTox:(DTXSID60195103)	137439215618.0	137.988	377.0	6.29	7.076669359898249e+17	7.0766652748556e+17	
1182	BKZAGOCAPNLJCU	sirius	CCOP(=O)(OCC)OC(C)C#N																																																																																												1.0	6.0	0.043	0.043	-115.467	0.016	0.016	35.284	C7H14NO4P	[M + H]+	C7H15NO4P+	InChI=1S/C7H14NO4P/c1-4-10-13(9,11-5-2)12-7(3)6-8/h7H,4-5H2,1-3H3	Diethyl 1-cyanoethyl phosphate	CCOP(=O)(OCC)OC(C)C#N	0.4	92167434;92170763;99791	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(92167434 92170763 99791)	67108866.0	208.073	377.0	6.278	7.076669444623201e+17	7.076665275065316e+17	
1183	PRYKRPSKOZIRLZ	sirius	CC(CC=CC(C)CC(C)C(=O)C)C(=O)O																																																																																												1.0	1.0	0.075	0.075	-154.279	1.0	0.5	136.534	C13H22O3	[M - H2O + H]+	C13H21O2+	InChI=1S/C13H22O3/c1-9(8-11(3)12(4)14)6-5-7-10(2)13(15)16/h5-6,9-11H,7-8H2,1-4H3,(H,15,16)	2,6,8-trimethyl-9-oxodec-4-enoic acid	CC(CC=CC(C)CC(C)C(=O)C)C(=O)O	2.4	85903593;163054854	COCONUT:(CNP0340287);SUPERNATURAL:(SN0293593);PUBCHEM:(85903593 163054854)	3145730.0	209.155	376.0	6.272	7.076669375710776e+17	7.076665275358917e+17	
1184	CGANALKHURZBBC	sirius	CCCC(C)C(C#N)C(=O)OC																																																																																												1.0	1.0	0.098	0.129	-118.35	0.99	0.989	126.447	C9H15NO2	[M + K]+	C9H15KNO2+	InChI=1S/C9H15NO2/c1-4-5-7(2)8(6-10)9(11)12-3/h7-8H,4-5H2,1-3H3	Methyl 2-cyano-3-methylhexanoate	CCCC(C)C(C#N)C(=O)OC	2.5	3021710	NORMAN:(NS00065710);PUBCHEM:(3021710);DSSTox:(DTXSID90920288)	137439215618.0	208.073	376.0	6.274	7.076669554975352e+17	7.076665275568632e+17	
1185	WSKMVEJIIXSNDL	sirius	CCN1C(=C(C(=O)NC1=O)C2=CC=CC=C2)O																																																																																												1.0	1.0	0.17	0.17	-201.766	0.986	0.333	72.097	C12H12N2O3	[M + H3N + H]+	C12H16N3O3+	InChI=1S/C12H12N2O3/c1-2-14-11(16)9(10(15)13-12(14)17)8-6-4-3-5-7-8/h3-7,16H,2H2,1H3,(H,13,15,17)	1-Ethyl-6-hydroxy-5-phenylpyrimidine-2,4-dione	CCN1C(=C(C(=O)NC1=O)C2=CC=CC=C2)O	1.1	54447282	BloodExposome:(54447282);PUBCHEM:(54447282);PUBMED:(null)	4194370.0	250.12	376.0	6.274	7.076669385693221e+17	7.076665275862234e+17	
1186	KLUMROWVGFRESW	sirius	C=CCN1C(=O)NC(=O)NC1=O																																																																																												1.0	3.0	0.392	0.392	-23.435	0.206	0.327	67.106	C6H7N3O3	[M + H]+	C6H8N3O3+	InChI=1S/C6H7N3O3/c1-2-3-9-5(11)7-4(10)8-6(9)12/h2H,1,3H2,(H2,7,8,10,11,12)	1-(Prop-2-en-1-yl)-1,3,5-triazinane-2,4,6-trione	C=CCN1C(=O)NC(=O)NC1=O	-0.3	22250746	PUBCHEM:(22250746);DSSTox:(DTXSID50623884)	137438953474.0	170.057	376.0	6.275	7.076669537862591e+17	7.076665276071949e+17	
1187	JYNFBQLMNSFZDY	sirius	CSC(=O)NNC(=O)SC																																																																																												1.0	1.0	0.075	0.075	-104.697	1.0	0.271	6.015	C4H8N2O2S2	[M - H2O + H]+	C4H7N2OS2+	InChI=1S/C4H8N2O2S2/c1-9-3(7)5-6-4(8)10-2/h1-2H3,(H,5,7)(H,6,8)	S,S-Dimethyl 1,2-hydrazinebis(monothioformate)	CSC(=O)NNC(=O)SC	0.9	554379	PUBCHEM:(554379)	2.0	162.999	375.0	6.249	7.076669458841894e+17	7.076665276281665e+17	
1187	KDYFGRWQOYBRFD	isdb	O=C(O)CCC(=O)O																																													3.0	Fatty acids	0.3333333333333333	Fatty Acids and Conjugates	0.3333333333333333	Dicarboxylic acids	0.3055555555555556	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q213050	KDYFGRWQOYBRFD-UHFFFAOYSA-N	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	O=C(O)CCC(=O)O	C4H6O4	pos_1_minus1proton2sodium	118.026608672	Butanedioate;hydron	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
1187	ZIYVHBGGAOATLY	isdb	CC(C(=O)O)C(=O)O																																													3.0	Fatty acids	0.3333333333333333	Fatty Acids and Conjugates	0.3333333333333333	Dicarboxylic acids	0.3055555555555556	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q239598	ZIYVHBGGAOATLY-UHFFFAOYSA-N	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	CC(C(=O)O)C(=O)O	C4H6O4	pos_1_minus1proton2sodium	118.026608672	Methylmalonic acid	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
1188	AWONKJSYPXYORW	sirius	C[N+](C)(C)CC(CCCCCCCCC(=O)OC)O																																																																																												1.0	1.0	0.022	0.022	-318.223	0.996	0.333	34.586	C15H31NO3	[M - H2O + H]+	C15H30NO2+	InChI=1S/C15H32NO3/c1-16(2,3)13-14(17)11-9-7-5-6-8-10-12-15(18)19-4/h14,17H,5-13H2,1-4H3/q+1	[(2R)-2-hydroxy-11-methoxy-11-oxoundecyl]-trimethylazanium	C[N+](C)(C)CC(CCCCCCCCC(=O)OC)O	2.7	1753649;1753651;3561978	SUPERNATURAL:(SN0017312);PUBCHEM:(1753649 1753651 3561978)	1048578.0	256.228	378.0	6.3	7.076669311370149e+17	7.076665276533324e+17	
1188	VTAUDMKQDLSFJI	isdb	CCC[C@@H](O)C[C@@H]1CC=C[C@@H](C[C@H](O)CC)N1C																																													71.0	Fatty acids	0.35	Lysine alkaloids	0.25	N-acyl amines	0.2	6.0	0.2599414	ISDB	http://www.wikidata.org/entity/Q105292642	VTAUDMKQDLSFJI-BYNSBNAKSA-N	InChI=1S/C15H29NO2/c1-4-7-15(18)11-13-9-6-8-12(16(13)3)10-14(17)5-2/h6,8,12-15,17-18H,4-5,7,9-11H2,1-3H3/t12-,13-,14+,15+/m0/s1	CCC[C@@H](O)C[C@@H]1CC=C[C@@H](C[C@H](O)CC)N1C	C15H29NO2		255.219829168	Andrachcine	Alkaloids			http://www.wikidata.org/entity/Q15510322	Andrachne aspera	448407.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Phyllanthaceae']	['Poranthereae']	['Andrachne']	['Andrachne aspera']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4.0	0.0	5.0397655963897705	1.0																								
1189	DMLQORHBBIHBPA	isdb																																														-1.0							1.0	0.80967665	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.238706588745117	1.0																								
1189	UICMEIADIIPNHJ	sirius	C1CC(=O)C(=C1)CCCCCCCCCCC(=O)O																																																																																												1.0	1.0	0.175	0.192	-117.639	1.0	0.5	240.973	C16H26O3	[M + H]+	C16H27O3+	InChI=1S/C16H26O3/c17-15-12-9-11-14(15)10-7-5-3-1-2-4-6-8-13-16(18)19/h11H,1-10,12-13H2,(H,18,19)	Undecanoic acid, 11-(5-oxo-1-cyclopenten-1-yl)-	C1CC(=O)C(=C1)CCCCCCCCCCC(=O)O	4.5	3040251	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(3040251);DSSTox:(DTXSID90199836)	137506062338.0	267.197	377.0	6.286	7.076669384644645e+17	7.076665276743039e+17	
1191	MXTPRJXPLFGHEE	sirius	C(CSS(=O)(=O)O)N																																																																																												1.0	1.0	0.175	0.175	-40.443	1.0	0.333	4.893	C2H7NO3S2	[M - H2O + H]+	C2H6NO2S2+	InChI=1S/C2H7NO3S2/c3-1-2-7-8(4,5)6/h1-3H2,(H,4,5,6)	Thiosulfuric acid (H2S2O3), S-(2-aminoethyl) ester	C(CSS(=O)(=O)O)N	-3.7	5232348;7061596;76242;3784204	NORMAN:(NS00028679 NS00088499);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(76242);PUBCHEM:(5232348 7061596 76242 3784204);DSSTox:(DTXSID8068969 DTXSID9062720);PUBMED:(null)	137506324550.0	139.984	375.0	6.247	7.076669459764641e+17	7.076665277246355e+17	
1192	NHWLOHOBCVRYFC	sirius	CC=CCCC=CCCCCCCOC(=O)C																																																																																												1.0	1.0	0.094	0.123	-110.109	1.0	0.333	248.451	C15H26O2	[M + H3N + H]+	C15H30NO2+	InChI=1S/C15H26O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-17-15(2)16/h3-4,7-8H,5-6,9-14H2,1-2H3	Trideca-7,11-dienyl acetate	CC=CCCC=CCCCCCCOC(=O)C	4.5	14774964;6436641;92457	NORMAN:(NS00055181);LIPIDMAPS:(LMFA07010279);PUBCHEM:(14774964 6436641 92457);DSSTox:(DTXSID301283868)	139586699266.0	256.228	378.0	6.293	7.076669520582056e+17	7.07666527745607e+17	
1192	VXUKZOXLZJQOHU	isdb																																														71.0	Fatty acids	0.35	Lysine alkaloids	0.25	N-acyl amines	0.2	1.0	0.68753844	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	2.7501537799835205	1.0																								
1194	XNFGZQXMDBREDW	sirius	CCCCCCCCCC=CC(=O)OC(=O)C=CCCCCCCCCC																																																																																												1.0	2.0	0.073	0.073	-177.505	0.059	0.333	64.389	C24H42O3	[M + H3N + H]+	C24H46NO3+	InChI=1S/C24H42O3/c1-3-5-7-9-11-13-15-17-19-21-23(25)27-24(26)22-20-18-16-14-12-10-8-6-4-2/h19-22H,3-18H2,1-2H3	Dodecenyl anhydride	CCCCCCCCCC=CC(=O)OC(=O)C=CCCCCCCCCC	10.0	6437933;3035113	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(6437933 3035113)	67108866.0	396.349	379.0	6.315	7.076669425832718e+17	7.076665277917444e+17	
