cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:control_positive	ATTRIBUTE_condition:GNPSGROUP:P2_negative	ATTRIBUTE_condition:GNPSGROUP:P2_positive	ATTRIBUTE_condition:GNPSGROUP:control_negative	ATTRIBUTE_condition:GNPSGROUP:nan	component	#Scan#	Compound_Name
1450	315.1949777677979	7.2154455	0.0	698575.8	754527.1799999999	600732.9		-1		
1451	616.465743080819	7.201523	141032.36	45058.95	111414.675	0.0		57		
1452	275.2019601119008	7.219037	0.0	1053014.9	2174720.625	0.0		369	1452.0	Spectral Match to 9-OxoOTrE from NIST14
1453	275.2022011973373	7.2097774	0.0	1652725.225	1824048.7	1656491.4		369	1453.0	Spectral Match to 9-OxoOTrE from NIST14
1454	299.3075031113262	7.2071033	1071264.1	766576.25	1094917.64	1059994.1		123		
1455	572.4392610859843	7.2091784	147865.36	86278.8325	165056.34999999998	0.0		57		
1456	299.3072715567546	7.2137003	1046545.2	1035453.73	1028695.0875	1116267.2		123		
1457	282.280738544872	7.2137003	620327.9	657763.11	653422.8625	706470.06		-1		
1458	528.4132344145909	7.212407	168254.97	128463.03	172176.5725	176785.14		57		
1459	293.21251707302787	7.2383842	282935.28	1457848.55	2206041.15	1532744.8		-1		
1460	484.3870075489248	7.222701	187365.86	178867.4775	177726.5775	196336.7		57		
1461	327.0796429013124	7.2201138	253620.83	285897.965	277567.76	296085.1		-1	1461.0	MoNA:904060 phosphoric acid triphenyl ester
1462	440.36054946138665	7.222049	156161.05	119577.0065	164408.95750000002	174570.5		57		
1463	396.3340375967668	7.2217755	152522.83	119880.9925	82659.53	0.0		-1		
1464	293.2124011224224	7.2492023	252558.0	1069566.41	2307409.05	580307.44		-1	1464.0	Spectral Match to 9(S)-HpOTrE from NIST14
1465	327.2336128620346	7.2436347	0.0	589968.235	580850.44	706223.5		36		
1466	275.2024998397499	7.24132	0.0	1271972.1	2214948.875	1361734.9		350	1466.0	Spectral Match to 9-OxoOTrE from NIST14
1467	267.1737081341326	7.220299	8046705.5	3284935.0	5421886.875	3562428.0		15	1467.0	Spectral Match to Tributyl phosphate from NIST14
1468	275.20211022915896	7.248579	0.0	1732909.15	1988744.2	1687337.2		350	1468.0	Spectral Match to 9-OxoOTrE from NIST14
1469	140.01153099290687	7.258396	827197.9	426442.5925	511067.05	431162.94		136		
1470	267.17341779297595	7.249831	7619678.0	4002131.1	4309550.325	5114352.5		15	1470.0	Spectral Match to Tributyl phosphate from NIST14
1471	315.1948724816532	7.257039	0.0	454724.97	937670.505	616086.7		-1		
1472	204.1397442786988	7.2811027	1520184.8	1041511.4	1483634.9	1320346.0		-1		
1473	458.1840473273347	7.2835693	896526.44	671597.65	881829.15	916951.25		268		
1474	204.13958257534185	7.2829638	1531540.9	1351559.5499999998	1391854.225	1413117.1		-1		
1475	296.2603375831657	7.2871904	1306270.4	1257368.9	2049510.175	1876740.9		298		
1476	318.2420805942809	7.2897754	872116.5	1198040.8125	1357396.05	1288515.5		-1		
1477	387.1091261767755	7.286121	697985.44	661941.75	659035.7375	730443.2		-1		
1478	458.1836989753915	7.2865386	867022.56	830536.53	837202.8625	929504.1		268		
1479	293.2125046752784	7.262868	303280.88	1233682.085	2242417.25	1207044.5		-1	1479.0	Spectral Match to 9-OxoOTrE from NIST14
1480	318.2419305827632	7.2908735	912338.06	926079.0375	1415492.225	0.0		-1		
1481	478.29564657098376	7.2987027	0.0	742507.61	1495346.425	1077416.5		55	1481.0	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid
1482	296.2600524047141	7.2955065	1224451.1	1745625.3	1955400.7	1873194.4		298		
1483	269.21268618287274	7.3093557	2041226.8	1481952.525	2152990.55	2202624.0		76		
1484	251.202080183456	7.3099656	1527353.2	1120456.55	1620876.025	1646855.1		76		
1485	286.23939897551713	7.313142	1286968.6	1258182.425	1470076.875	1456189.6		76		
1486	269.2124687130093	7.3117466	1937704.6	2203817.25	2089473.75	2222053.8		76		
1487	251.20188240878232	7.312191	1440819.8	1680080.7	1581169.075	1664366.9		76		
1488	286.23925539598787	7.3122044	1302953.6	1502870.025	1426972.875	1515547.5		76		
1489	291.19457786472947	7.3120675	1034866.5	1051628.685	1029550.6225	0.0		-1		
1490	235.1707376120709	7.3142385	6098353.0	3548437.25	5081337.75	4996116.0		17	1490.0	Petasol
1491	437.376495789592	7.3142385	3965524.8	3014302.625	9073297.925	5372004.5		145		
1492	459.35851105254585	7.3142385	1957991.8	1492456.0	4471402.0875	2606199.0		291		
1493	459.3581700274828	7.3153415	1680463.8	2360308.925	4346374.6125	2596781.2		291		
1494	437.3761570201515	7.316242	3499959.5	4895326.45	8818015.95	5478227.5		145		
1495	235.17055797763	7.3162293	5343277.0	4832272.875	4758089.05	4992545.0		17	1495.0	Petasol
1496	420.3495247631895	7.315754	314303.1	459999.605	782361.5050000001	474221.78		145		
1497	293.2122016092674	7.3098817	257288.5	1036757.295	1693535.2999999998	580307.44		-1	1497.0	Spectral Match to 9-OxoOTrE from NIST14
1498	475.33207257386096	7.3158503	268453.16	263404.515	520515.515	0.0		-1		
1499	214.21764826144133	7.329028	175274.94	83684.2425	106320.78	0.0		275		
1500	249.18642774884896	7.327419	2547129.5	2058583.5	2677139.6	2819257.0		17		
1501	275.2021006954511	7.3186574	0.0	1242840.585	1822537.075	1327960.1		38	1501.0	Spectral Match to 9-OxoOTrE from NIST14
1502	275.201965782514	7.305032	0.0	968524.3	2090302.775	0.0		38	1502.0	Spectral Match to 9-OxoOTrE from NIST14
1503	520.3423066996309	7.3328047	0.0	1449523.0	2924901.725	2275719.2		87	1503.0	PC(18:2/0:0); [M+H]+ C26H51N1O7P1
1504	249.1862787916043	7.332457	2379622.2	2769503.75	2510311.45	2897923.2		17		
1505	357.3127033803155	7.374281	0.0	0.0	196141.95	0.0		257		
1506	572.4393230521554	7.3862095	130705.24	68770.4875	111747.62	0.0		-1		
1507	226.21787099950944	7.39257	4315295.5	5534769.0	4475724.875	5583870.0		42		
1508	226.2177602886945	7.39185	4971707.0	4393332.25	4565122.55	0.0		42		
1509	1447.0938582953418	7.398568	0.0	735260.035	635905.6025	1051965.8		7		
1510	528.4135719821206	7.396067	154078.42	111070.525	148111.44999999998	0.0		-1		
1511	1447.4276208079586	7.399162	0.0	621930.96	563209.6325000001	889858.4		7		
1512	1447.0925474706498	7.39623	0.0	478937.05	678746.8674999999	0.0		7		
1513	318.2421540966191	7.436073	2422639.0	3898301.95	4015519.8	4028352.0		-1		
1514	341.3182069358857	7.4326344	409468.72	1080429.465	1215620.475	885873.1		27		
1515	296.260023337464	7.443524	4204714.0	6797315.125	7124562.75	6092294.5		76		
1516	318.2419197393646	7.445658	2422639.0	3026123.3	5155315.75	0.0		-1		
1517	279.23337309438847	7.440027	943788.7	1624854.625	1942910.35	1701416.1		76	1517.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
1518	296.2599012772451	7.4485517	4204714.0	6343286.875	8937833.75	0.0		76		
1519	243.1370797184057	7.4292855	1527179.1	1364785.725	1658332.625	1503624.0		-1		
1520	243.1369236122038	7.4306064	1572993.1	1520576.875	1574834.0749999995	1559524.9		-1		
1521	330.33845406984585	7.452501	12664816.0	8699908.0	12214310.0	13377401.0		12		
1522	330.3382609739663	7.45164	11914154.0	12038177.25	11794839.25	14495987.0		12		
1523	279.2333833523276	7.4485483	913981.4	1812338.8	1877303.325	1681913.9		352	1523.0	Spectral Match to 9(10)-EpOME from NIST14
1524	341.3180535754205	7.4579115	771671.7	1107139.7	1556834.575	0.0		27		
1525	318.242156149208	7.457827	2300528.2	4831028.7	4914003.375	4476414.5		-1		
1526	334.21600826517613	7.4583907	384227.44	774379.6499999999	822821.0875	727405.06		-1		
1527	298.27620225310574	7.4766464	355450.97	681964.7075	663105.6625000001	468580.53		2		
1528	296.2603025040418	7.459158	4204714.0	5708482.75	8937833.75	8132618.0		2		
1529	279.2332633459516	7.4475274	943788.7	1377837.5750000002	1942910.35	0.0		352	1529.0	Spectral Match to 9(10)-EpOME from NIST14
1530	318.2419271399509	7.4591236	2422639.0	3671545.55	5155315.75	0.0		-1		
1531	341.3182220408526	7.4589567	732325.56	1437257.95	1498252.6749999998	1322368.1		27		
1532	403.2840340542261	7.466431	0.0	556163.615	1036929.3250000002	985187.06		-1		
1533	296.26002988291634	7.46202	4007081.2	8343811.25	8590089.5	8369890.5		2		
1534	369.24210496814857	7.4632587	0.0	465222.815	908156.785	685827.6		-1		
1535	329.2493720572334	7.4658713	0.0	1193942.2000000002	2417125.375	1727559.0		358		
1536	329.2490870489258	7.4638815	0.0	931813.5	2487216.9250000003	0.0		358		
1537	225.0923284249316	7.47959	908183.2	800601.2	781023.35	939283.25		109		
1538	378.17181557258266	7.480023	467529.53	440639.4475	420543.63	485789.16		-1		
1539	494.1556433949529	7.4943037	866571.56	848365.1599999999	889785.2225	856453.56		88		
1540	466.1610531929255	7.4952025	838970.4	744459.5499999999	762281.0875	775707.8		110		
1541	474.2125694488403	7.4952126	993007.4	934011.4225	963533.3875	972990.7		20		
1542	492.1852622084852	7.495211	1741246.0	1677668.375	1736712.1	1704450.1		88		
1543	398.1753605423372	7.4934025	373733.16	398951.9475	429735.1575	453101.78		-1		
1544	451.15842809675183	7.4984164	1131453.1	1111797.09	1128267.575	1257440.0		-1		
1545	492.18555826337473	7.5038977	1842465.4	1692422.375	1749562.525	1633228.9		88		
1546	494.15602048707433	7.4984007	899473.06	620280.3625	896824.6025	842627.56		88		
1547	357.14886596607465	7.497939	2525445.8	2470859.8	2376456.3	2552186.0		-1		
1548	449.1582161382696	7.4979634	798089.94	754211.1849999999	740941.25	773647.7		-1		
1549	286.3119862606619	7.497115	529303.75	734007.1050000001	589623.96	828794.06		-1		
1550	474.2129435870835	7.50088	1019280.9	707243.0900000001	970054.4	941267.6		20		
1551	451.1587999306379	7.5108185	1199300.6	839006.775	1159678.1749999998	1197519.0		-1		
1552	298.27607205639345	7.5033174	884902.9	1047855.31	1117762.72	1291075.6		2		
1553	357.1490769730802	7.506758	2500037.8	2447531.625	2394763.95	2420229.5		-1		
1554	298.2756672799048	7.528021	904770.25	976277.325	1376043.1749999998	0.0		2		
1555	399.3603474261844	7.525805	308925.66	309637.32000000007	319046.61	460516.16		27		
1556	282.28079622352334	7.525738	576811.6	780368.1375	781332.9850000001	786978.06		66	1556.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
1557	296.2963976130739	7.525127	217656.53	244853.13	257707.035	0.0		300		
1558	282.2805949810519	7.5247717	562841.56	617606.525	822001.8150000001	0.0		66	1558.0	Spectral Match to 9-Octadecenamide, (Z)- from NIST14
1559	736.1575593336312	7.534012	0.0	0.0	0.0	0.0		-1		
1560	269.2122159384426	7.544371	417181.56	450173.195	448154.005	437872.06		76		
1561	706.8073865417563	7.5687594	0.0	30020.5	0.0	0.0		-1		
1562	163.07641354479574	7.5957627	950285.3	769672.04	886953.675	770175.7		3		
1563	365.1378596364403	7.596157	1015906.94	868907.8	900882.45	821959.75		-1		
1564	365.1377662344059	7.6125894	1015906.94	703055.7849999999	1018106.8625	463141.97		-1		
1565	394.3313236429096	7.568386	783224.9	419524.25	654170.25	571142.6		-1		
1566	291.25452747829934	7.568838	263378.06	308370.915	300856.1575	304882.9		204		
1567	258.2443880730235	7.576072	655870.8	1241650.8125	756839.9349999999	1442684.6		70		
1568	258.24426034413165	7.577197	753668.75	1040352.34	801311.9075	0.0		70		
1569	691.7978472711764	7.5799255	0.0	0.0	0.0	0.0		-1		
1570	295.2285237834182	7.5909557	174317.58	1118880.6125	707342.0399999999	953482.8		328	1570.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
1571	396.33385247052	7.587845	273460.16	304669.635	303654.41	291559.62		-1		
1572	352.30764712568435	7.5703073	216402.94	200336.58	264600.32	266305.75		-1	1572.0	3-hydroxytridecanoyl valine [M+Na]+
1573	317.2106259549958	7.603866	0.0	1074054.3375	794863.5625	991204.9		-1		
1574	163.07639049939343	7.6046014	814456.56	1065281.75	889665.7125	1192028.0		3		
1575	277.2179684435999	7.6023183	134065.92	1071796.0625	857987.94	922965.44		38	1575.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
1576	277.2177833651223	7.6036315	134065.92	1087579.675	839688.675	1006889.7		38	1576.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
1577	295.2284503320153	7.6086564	173128.48	1136440.55	853301.775	1037567.44		328	1577.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
1578	296.2601280857374	7.61403	774786.0	1306914.6	1496886.8	1358402.8		298		
1579	296.2599868327853	7.6156044	819764.8	979882.9	1567757.85	0.0		298		
1580	365.1378342984709	7.6153708	855597.8	1021569.7625	942623.6875	1108680.2		-1		
1581	318.2422034075444	7.6144433	353341.4	787306.5875	795000.885	823065.3		-1		
1582	792.4935224719666	7.6166906	0.0	1362611.29	455716.415	1286965.5		148		
1583	797.4491661816669	7.6167226	0.0	1567795.1	433597.255	1390606.1		-1		
1584	597.4293451425788	7.626135	393788.28	404296.4225	388183.1525	405841.47		118		
1585	641.4444981505796	7.62884	0.0	2705185.0	2211336.625	0.0		13		
1586	982.5785063778942	7.628831	0.0	3202884.375	2316886.04	0.0		61		
1587	987.5341149185468	7.6299624	0.0	1030001.35	912279.15	0.0		53		
1588	623.4343214535568	7.629699	0.0	1159370.25	459698.975	1595585.8		13		
1589	982.579270257854	7.6296864	0.0	6631413.75	2166074.16	8754787.0		61		
1590	641.4450192664425	7.6296864	0.0	5770539.875	2016501.26	7918207.0		13		
1591	987.534633965008	7.62969	0.0	2301274.4	823537.1799999999	3107311.5		53		
1592	365.1381080970459	7.6363363	1015906.94	725533.6499999999	1018106.8625	1033960.94		-1		
1593	311.25956420342334	7.6532826	0.0	3770935.375	7010858.75	0.0		112	1593.0	Spectral Match to Monopalmitolein (9c) from NIST14
1594	505.2560272001769	7.652776	0.0	573644.9750000001	1077377.975	0.0		277		
1595	163.07639305921862	7.639108	915240.7	1070322.715	999457.23	1072234.1		3		
1596	465.2637816808219	7.6536255	0.0	511581.21	929021.3975	0.0		206		
1597	365.1378284397256	7.6382046	978875.4	1023183.15	1006933.8975	1108680.2		-1		
1598	311.25974151049	7.6539645	0.0	5301005.125	6673633.75	7383402.0		112	1598.0	Spectral Match to Monopalmitolein (9c) from NIST14
1599	465.2641978130798	7.654622	0.0	714487.7	891049.55	969051.7		206		
1600	505.2564855852009	7.653312	0.0	809012.865	1028352.6375	1140788.1		277		
1601	399.2528231359087	7.6699452	1923940.5	1438010.775	1990863.7	1825312.5		348	1601.0	MassbankEU:SM824402 Tri(butoxyethyl) phosphate|tris(2-butoxyethyl) phosphate
1602	399.2525013567631	7.6684103	1778594.5	1882504.325	1892210.55	1847376.9		348	1602.0	MassbankEU:SM824402 Tri(butoxyethyl) phosphate|tris(2-butoxyethyl) phosphate
1603	620.4399612296876	7.67226	0.0	0.0	245019.99	0.0		117		
1604	298.2758602770942	7.6799636	468442.97	631094.225	660654.9875	663305.06		-1		
1605	576.4132321158854	7.6887817	153145.12	82484.83249999999	316545.465	0.0		117		
1606	454.2954638803011	7.694199	0.0	2979441.675	4993040.875	3816440.8		55	1606.0	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14
1607	454.2951990988573	7.6945806	0.0	2223109.075	5094430.625	0.0		55	1607.0	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14
1608	532.3878025160192	7.702264	173509.81	156274.835	306988.8325	200517.31		117		
1609	532.3873273903205	7.702854	173509.81	217616.44	295345.725	200517.31		117		
1610	319.1461063516341	7.711698	0.0	524565.75	314164.9575	590314.1		-1		
1611	488.3606488424308	7.7167287	162672.8	88123.70999999999	264859.34750000003	0.0		117		
1612	444.3347560317534	7.7197614	149827.95	90579.44	238157.1775	136333.58		117		
1613	488.3611123967998	7.7160134	162672.8	116995.345	267070.3325	160335.02		117		
1614	400.3074992682292	7.7201304	0.0	0.0	132872.7925	0.0		117		
1615	444.33421620303625	7.722091	149827.95	76002.91	238157.1775	0.0		117		
1616	496.3423950183769	7.7298656	0.0	5275236.0	7904808.875	6820680.0		87	1616.0	Spectral Match to Lyso-PC(16:0) from NIST14
1617	496.341954298607	7.729918	0.0	3597733.125	8426622.125	0.0		87	1617.0	Spectral Match to Lyso-PC(16:0) from NIST14
1618	295.2286787806624	7.726095	168007.64	895509.825	1944556.925	1741654.5		38	1618.0	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
1619	277.2175162609476	7.742806	0.0	855331.7675000001	1629712.4500000002	0.0		38	1619.0	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
1620	277.21772589641955	7.741924	0.0	1193298.3425	1543432.825	1495946.8		38		
1621	295.2283971575478	7.732011	168007.64	1401281.55	1852119.75	1778931.9		38	1621.0	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
1622	813.4225370021511	7.754413	0.0	1717600.275	491011.97	2057690.5		-1		
1623	595.4020197621661	7.754097	0.0	1739129.975	605107.21	0.0		13		
1624	792.4929703578825	7.754097	0.0	13977312.5	5003712.05	0.0		61		
1625	813.4218679579496	7.7552023	0.0	668050.1625	512298.355	0.0		-1		
1626	775.4669391495437	7.7537723	0.0	1532309.8249999995	544437.7175	2069443.1		61		
1627	613.4126416662746	7.7543554	0.0	9231796.25	8011220.175	0.0		13		
1628	820.5248477922373	7.754424	0.0	1347903.5	401529.1675	1751311.5		61		
1629	595.402361178605	7.7537723	0.0	1661579.7999999998	579021.4	2279340.0		13		
1630	613.4131402637175	7.7537723	0.0	21098176.75	7405884.625	29248794.0		13		
1631	792.4933799620474	7.7537723	0.0	13641526.5	4717687.375	18599672.0		61		
1632	775.466498455705	7.7542176	0.0	659154.8999999999	583837.1675	0.0		61		
1633	797.4487090326604	7.7544117	0.0	15005590.25	4109613.525	19069840.0		53		
1634	581.4343550293416	7.7658687	1157781.5	1233881.4500000002	1247195.65	1229617.5		118		
1635	581.4340377687539	7.7665205	1082683.1	1239007.15	1177648.0	1266128.5		118		
1636	394.33173129700737	7.7749805	1193680.1	363112.1125	1068633.925	846507.5		-1		
1637	372.3494933563209	7.7746205	1036276.4	323202.0325	913817.885	696370.25		306		
1638	320.25786219145203	7.777748	1173591.6	1732988.15	1731455.0500000005	1924855.8		-1		
1639	394.3313184714267	7.775474	1167633.8	595413.75	1033453.275	876700.94		-1		
1640	372.3491305989141	7.7758636	1044968.75	537081.0175000001	877014.8674999999	706943.3		306		
1641	492.1850663454002	7.7830997	1125228.0	1176840.125	1115534.5	1217806.5		88		
1642	298.27580756214815	7.7850385	2162155.5	2960704.35	3003405.25	3140494.2		2		
1643	298.27556358265	7.784262	2403638.0	2271350.75	3092966.6	0.0		2		
1644	269.21275051438386	7.7864695	2056817.2	1496528.15	1982345.7	2017139.9		124		
1645	286.239358943804	7.792032	1899254.4	1377254.175	1934173.85	2007079.5		124		
1646	357.14913220430856	7.7914667	1577603.9	1093810.275	1530132.5750000002	1487149.8		-1		
1647	357.1488643898806	7.788934	1484218.8	1470455.775	1522682.875	1601376.8		-1		
1648	269.2124979433382	7.789648	1787733.2	2000770.075	1918035.175	2015979.1		124		
1649	286.23919013222394	7.789648	1717892.6	1924714.025	1887320.075	2057041.2		124		
1650	314.2705551994542	7.7905297	724073.7	688877.5425	690910.04	618285.2		-1		
1651	402.359655788634	7.7960467	11895227.0	9648077.125	12572141.25	16981176.0		60		
1652	402.35943445494274	7.7984557	11827930.0	12845495.0	12028225.75	17891120.0		60		
1653	283.26466391028526	7.7984595	921455.9	987556.9	922150.0425	1358227.0		300		
1654	320.2578037557005	7.788838	1332653.2	1701426.4125	1796217.5	0.0		-1		
1655	641.445148449953	7.797869	0.0	636005.855	166752.16499999998	677083.0		13		
1656	332.33301629957174	7.804373	1557888.8	2021928.425	1906462.325	2102737.0		240		
1657	867.460660149516	7.797961	0.0	1812731.825	571982.0775	1972557.9		61		
1658	884.4873785900196	7.797362	0.0	1221538.4875	350521.5525	1368202.5		61		
1659	357.1459473350316	7.8081474	0.0	0.0	0.0	0.0		-1		
1660	332.33274111516704	7.8091598	1484396.8	2781026.35	1825711.225	2152782.0		240		
1661	367.2077095781261	7.8167515	0.0	0.0	0.0	0.0		-1		
1662	367.2111369023151	7.818922	0.0	174495.8875	194110.37	271230.25		-1		
1663	277.21777281435453	7.854673	140778.16	840299.5499999999	958532.2025	925414.2		38	1663.0	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14
1664	277.217594151283	7.855972	140778.16	656542.715	990143.625	0.0		38	1664.0	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14
1665	295.22842343842484	7.857026	196760.92	1001281.52	1107489.3	1108777.1		38	1665.0	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
1666	149.02259806027848	7.8602886	0.0	0.0	0.0	0.0		-1		
1667	279.1573322493942	7.8602886	0.0	0.0	0.0	0.0		220	1667.0	Dibutyl phthalate_CE15
1668	301.1391715055443	7.8602886	0.0	0.0	0.0	0.0		-1		
1669	324.2146730518343	7.8602886	0.0	0.0	0.0	0.0		-1		
1670	149.02433042837944	7.8669486	3193319.0	2014442.525	2137075.025	2385698.0		104		
1671	324.21850296472167	7.8630943	901145.25	632132.95	657701.365	590482.3		-1		
1672	279.1606204854538	7.8620796	4892752.0	3174021.85	3237351.6	3195458.0		220	1672.0	Dibutyl phthalate_CE15
1673	301.1426686858695	7.8731503	2094106.9	1254806.525	1338384.25	1322751.0		-1		
1674	301.1426696019465	7.871126	2120163.8	1280050.1	1391949.3250000002	1261100.8		-1		
1675	279.16056459815667	7.871158	4892752.0	3177769.975	3237351.6	3336953.8		220	1675.0	Dibutyl phthalate_CE15
1676	301.14266104046743	7.869276	2120163.8	1301331.05	1391949.3250000002	1322751.0		-1		
1677	279.16057917014734	7.8857903	4642907.5	2693508.175	3151634.875	3336953.8		220	1677.0	Dibutyl phthalate_CE15
1678	284.3293144262585	7.8951173	0.0	0.0	0.0	0.0		129		
1679	383.2012757299749	7.8951173	0.0	0.0	0.0	0.0		-1		
1680	383.2060844395381	7.8965664	1467037.9	1276011.9	1990232.0	1741447.9		-1		
1681	383.2057626854936	7.8998237	1392479.0	1714053.6750000005	1891199.1	1961850.9		-1		
1682	284.33288164494775	7.9017873	3572010.8	7622871.925	8070303.0	5925137.5		129		
1683	223.06505193269243	7.901267	490399.0	439063.54	454507.5525	533885.7		91		
1684	297.08424170545777	7.901045	324309.88	303586.7425	302628.8425	0.0		123		
1685	149.02433071446364	7.905343	3067817.5	1727249.175	1892014.4	2155784.5		104		
1686	284.33264590685326	7.9101005	3533483.2	9287692.175	7959314.0	6112486.5		129		
1687	313.2752392133224	7.9236083	0.0	1030949.55	1530832.5	0.0		300		
1688	298.2757029347959	7.928007	1477720.8	1497668.75	2028152.375	0.0		2		
1689	149.02260494342218	7.921011	0.0	0.0	0.0	0.0		-1		
1690	301.1391858239886	7.921011	0.0	0.0	0.0	0.0		-1		
1691	428.37572212892746	7.937456	5029983.0	3946528.875	5249601.625	6999463.0		60		
1692	428.3758154104949	7.937027	4709312.0	5306814.2	5243298.55	6553329.5		60		
1693	298.2758479900831	7.9246454	1406566.5	1956620.725	1958883.65	1924576.5		2		
1694	428.37090400648174	7.9296026	0.0	0.0	0.0	0.0		60		
1695	313.2754326534925	7.9239593	0.0	1532210.5	1482647.375	1811970.2		300		
1696	363.2218174197484	7.9346704	1128992.1	1216383.7225	1158831.525	1020312.0		244		
1697	389.1951685766511	7.9362183	672603.5	693665.2024999999	701291.0225	636106.06		-1		
1698	363.2174949192004	7.938153	0.0	0.0	0.0	0.0		244		
1699	363.2216288156745	7.93715	1088302.8	1178263.525	1112303.9375	1040819.8		244		
1700	820.6024751649477	7.9422455	0.0	0.0	0.0	0.0		6		
1701	320.2578904367375	7.9403806	1265383.2	1814138.25	1794156.1	1741121.5		-1		
1702	320.2577319951416	7.9413896	1297574.8	1359281.375	1865745.75	0.0		-1		
1703	280.2651124262762	7.942795	1873416.0	2457847.2	2480601.925	2400690.5		80	1703.0	3-hydroxydecanoyl amylamine [M+Na]+
1704	343.33387910563187	7.942192	777056.06	958074.705	965802.44	939177.7		182		
1705	372.3495253348568	7.9431586	810837.4	619225.375	815799.3875	1005042.75		60		
1706	309.2804141352681	7.93751	292797.34	325111.37	306232.38499999995	429647.16		120	1706.0	albocycline
1707	280.26497511805354	7.943521	1920178.9	1891831.425	2541048.95	0.0		80	1707.0	3-hydroxydecanoyl amylamine [M+Na]+
1708	280.26181002422635	7.946713	0.0	0.0	0.0	0.0		80	1708.0	3-hydroxydecanoyl amylamine [M+Na]+
1709	298.27226274112	7.946713	0.0	0.0	0.0	0.0		2		
1710	320.254041888305	7.946713	0.0	0.0	0.0	0.0		-1		
1711	343.3297345412815	7.946713	0.0	0.0	0.0	0.0		182		
1712	372.3491525506311	7.948822	765291.94	826013.95	782361.0974999999	1032250.1		60		
1713	776.5758922244846	7.961225	0.0	0.0	0.0	0.0		6		
1714	428.3758860829008	7.9716024	1350139.9	3777373.6	4234127.15	6999463.0		60		
1715	732.5500474251457	7.97967	0.0	0.0	31038.895	0.0		6		
1716	327.33492697763097	7.981273	0.0	0.0	0.0	0.0		214		
1717	327.3390387213776	7.981764	819501.6	565768.4375	814063.8474999999	802757.56		214		
1718	327.3387004170873	7.986812	816027.3	758896.1499999999	771976.9275000001	830872.06		214		
1719	592.5373162955707	7.989846	0.0	0.0	0.0	0.0		227		
1720	592.5446056212652	7.9918733	5010053.0	4523824.5	4660842.3	4735252.0		227		
1721	592.544229457269	7.994059	4718880.0	4497995.0	4498804.625	4803121.5		227		
1722	688.5242978828302	7.997662	133769.14	114101.025	112705.625	0.0		107		
1723	307.2284526017145	8.002085	0.0	310369.4775	196083.8775	873426.9		-1		
1724	644.4979280146913	8.016463	199854.14	204531.6475	199930.06	188714.36		6		
1725	428.3710108024829	8.033173	0.0	0.0	0.0	0.0		60		
1726	600.4711256429106	8.035958	245922.2	256594.115	248569.0125	281644.78		6	1726.0	Polidocanol
1727	428.3762905170238	8.030128	1390141.8	1448014.15	1427190.125	1808403.4		60		
1728	228.23344523707965	8.0343895	765387.06	726629.7	1044086.84	0.0		42		
1729	228.2335367978185	8.037101	765387.06	938072.755	959302.9875	1034087.6		42		
1730	228.23084528639032	8.05051	0.0	0.0	0.0	0.0		42		
1731	428.376028079844	8.042423	1390141.8	1426406.5	1394859.2999999998	1837632.8		60		
1732	556.4446742328587	8.053085	296898.62	291655.0275	298506.4425	327821.0		6		
1733	512.4183921816501	8.070247	293173.53	326316.885	314285.745	305521.53		6		
1734	156.9916701729927	8.081162	0.0	649688.9225	597197.75	712279.75		28		
1735	468.3923276251343	8.082585	278986.2	285220.7425	273423.9025	279687.34		6	1735.0	histamine-C23:1
1736	424.365468061074	8.092975	201597.14	202993.24	214888.7175	223303.1		6	1736.0	3-hydroxyhexadecanoyl glutamic acid [M+Na]+
1737	326.37593792496983	8.102235	0.0	0.0	0.0	0.0		157		
1738	326.3800378053908	8.102377	7103037.5	6384768.875	7767717.875	8387098.0		157		
1739	326.379828970264	8.108882	6850343.5	6788717.375	7241255.0	8990122.0		157		
1740	261.2229497476734	8.112824	1492895.2	2052369.9	2020458.675	1704745.2		38	1740.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
